election_type,state,constituency_id,constituency,district,district_role,mapping_confidence,notes,district_weight_estimate,overlap_method,source
lok_sabha,West Bengal,WEST_BENGAL__BARRACKPORE,Barrackpore,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BASIRHAT,Basirhat,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BIRBHUM,Birbhum,BIRBHUM,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BISHNUPUR,Bishnupur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__BOLPUR,Bolpur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__COOCH_BEHAR,Cooch behar,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__DARJEELING,Darjeeling,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__DIAMOND_HARBOUR,Diamond harbour,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__DUM_DUM,Dum dum,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__GHATAL,Ghatal,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__HOOGHLY,Hooghly,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__HOWRAH,Howrah,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__JADAVPUR,Jadavpur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__JALPAIGURI,Jalpaiguri,JALPAIGURI,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__JANGIPUR,Jangipur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__JAYNAGAR,Jaynagar,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__JHARGRAM,Jhargram,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__KANTHI,Kanthi,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__KOLKATA_DAKSHIN,Kolkata Dakshin,KOLKATA,partial,medium,Name overlap: constituency='KOLKATA DAKSHIN' district='KOLKATA',,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__KOLKATA_UTTAR,Kolkata Uttar,KOLKATA,partial,medium,Name overlap: constituency='KOLKATA UTTAR' district='KOLKATA',,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__KRISHNANAGAR,Krishnanagar,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__MALDAHA_DAKSHIN,Maldaha Dakshin,MALDAH,partial,medium,Name overlap: constituency='MALDAHA DAKSHIN' district='MALDAH',,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__MALDAHA_UTTAR,Maldaha Uttar,MALDAH,partial,medium,Name overlap: constituency='MALDAHA UTTAR' district='MALDAH',,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__MATHURAPUR,Mathurapur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__MEDINIPUR,Medinipur,PASCHIM MEDINIPUR,partial,medium,Name overlap: constituency='MEDINIPUR' district='PASCHIM MEDINIPUR',,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__MEDINIPUR,Medinipur,PURBA MEDINIPUR,partial,medium,Name overlap: constituency='MEDINIPUR' district='PURBA MEDINIPUR',,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__MURSHIDABAD,Murshidabad,MURSHIDABAD,primary,high,Exact constituency/district name match,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__PURULIA,Purulia,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__RAIGANJ,Raiganj,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__RANAGHAT,Ranaghat,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__SRERAMPUR,Srerampur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__TAMLUK,Tamluk,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,West Bengal,WEST_BENGAL__ULUBERIA,Uluberia,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2019
lok_sabha,Andaman & Nicobar Islands,ANDAMAN_&_NICOBAR_ISLANDS__ANDAMAN_&_NICOBAR_ISLANDS,Andaman & Nicobar Islands,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__AMALAPURAM,Amalapuram,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__ANAKAPALLE,Anakapalle,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__ANANTHAPUR,Ananthapur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__ARAKU,Araku,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__BAPATLA,Bapatla,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__CHITTOOR,Chittoor,CHITTOOR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__ELURU,Eluru,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__GUNTUR,Guntur,GUNTUR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__HINDUPUR,Hindupur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__KADAPA,Kadapa,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__KAKINADA,Kakinada,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__KURNOOLU,Kurnoolu,KURNOOL,partial,medium,Name overlap: constituency='KURNOOLU' district='KURNOOL',,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__MACHILIPATNAM,Machilipatnam,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__NANDYAL,Nandyal,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__NARSAPURAM,Narsapuram,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__NARSARAOPET,Narsaraopet,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__NELLORE,Nellore,SRI POTTI SRIRAMULU NELLORE,partial,medium,Name overlap: constituency='NELLORE' district='SRI POTTI SRIRAMULU NELLORE',,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__ONGOLE,Ongole,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__RAJAHMUNDRY,Rajahmundry,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__RAJAMPET,Rajampet,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__SRIKAKULAM,Srikakulam,SRIKAKULAM,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__THIRUPATHI,Thirupathi,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__VIJAYAWADA,Vijayawada,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__VISAKHAPATNAM,Visakhapatnam,VISAKHAPATNAM,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Andhra Pradesh,ANDHRA_PRADESH__VIZIANAGARAM,Vizianagaram,VIZIANAGARAM,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Arunachal Pradesh,ARUNACHAL_PRADESH__ARUNACHAL_EAST,Arunachal East,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Arunachal Pradesh,ARUNACHAL_PRADESH__ARUNACHAL_WEST,Arunachal West,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Assam,ASSAM__BARPETA,Barpeta,BARPETA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Assam,ASSAM__DARRANG-UDALGURI,Darrang-Udalguri,DARRANG,partial,medium,Name overlap: constituency='DARRANG UDALGURI' district='DARRANG',,,constituency_table_2024
lok_sabha,Assam,ASSAM__DARRANG-UDALGURI,Darrang-Udalguri,UDALGURI,partial,medium,Name overlap: constituency='DARRANG UDALGURI' district='UDALGURI',,,constituency_table_2024
lok_sabha,Assam,ASSAM__DHUBRI,Dhubri,DHUBRI,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Assam,ASSAM__DIBRUGARH,Dibrugarh,DIBRUGARH,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Assam,ASSAM__DIPHU,Diphu,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Assam,ASSAM__GUWAHATI,Guwahati,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Assam,ASSAM__JORHAT,Jorhat,JORHAT,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Assam,ASSAM__KARIMGANJ,Karimganj,KARIMGANJ,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Assam,ASSAM__KAZIRANGA,Kaziranga,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Assam,ASSAM__KOKRAJHAR,Kokrajhar,KOKRAJHAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Assam,ASSAM__LAKHIMPUR,Lakhimpur,LAKHIMPUR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Assam,ASSAM__NAGAON,Nagaon,NAGAON,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Assam,ASSAM__SILCHAR,Silchar,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Assam,ASSAM__SONITPUR,Sonitpur,SONITPUR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__ARARIA,Araria,ARARIA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__ARRAH,Arrah,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__AURANGABAD,Aurangabad,AURANGABAD,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__BANKA,Banka,BANKA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__BEGUSARAI,Begusarai,BEGUSARAI,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__BHAGALPUR,Bhagalpur,BHAGALPUR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__BUXAR,Buxar,BUXAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__DARBHANGA,Darbhanga,DARBHANGA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__GAYA,Gaya,GAYA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__GOPALGANJ,Gopalganj,GOPALGANJ,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__HAJIPUR,Hajipur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__JAHANABAD,Jahanabad,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__JAMUI,Jamui,JAMUI,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__JHANJHARPUR,Jhanjharpur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__KARAKAT,Karakat,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__KATIHAR,Katihar,KATIHAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__KHAGARIA,Khagaria,KHAGARIA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__KISHANGANJ,Kishanganj,KISHANGANJ,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__MADHEPURA,Madhepura,MADHEPURA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__MADHUBANI,Madhubani,MADHUBANI,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__MAHARAJGANJ,Maharajganj,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__MUNGER,Munger,MUNGER,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__MUZAFFARPUR,Muzaffarpur,MUZAFFARPUR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__NALANDA,Nalanda,NALANDA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__NAWADA,Nawada,NAWADA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__PASCHIM_CHAMPARAN,Paschim Champaran,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__PATLIPUTRA,Patliputra,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__PATNA_SAHIB,Patna Sahib,PATNA,partial,medium,Name overlap: constituency='PATNA SAHIB' district='PATNA',,,constituency_table_2024
lok_sabha,Bihar,BIHAR__PURNIA,Purnia,PURNIA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__PURVI_CHAMPARAN,Purvi Champaran,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__SAMASTIPUR,Samastipur,SAMASTIPUR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__SARAN,Saran,SARAN,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__SASARAM,Sasaram,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__SHEOHAR,Sheohar,SHEOHAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__SITAMARHI,Sitamarhi,SITAMARHI,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__SIWAN,Siwan,SIWAN,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__SUPAUL,Supaul,SUPAUL,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__UJIARPUR,Ujiarpur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__VAISHALI,Vaishali,VAISHALI,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Bihar,BIHAR__VALMIKI_NAGAR,Valmiki Nagar,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Chandigarh,CHANDIGARH__CHANDIGARH,Chandigarh,CHANDIGARH,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__BASTAR,BASTAR,BASTAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__BILASPUR,BILASPUR,BILASPUR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__DURG,DURG,DURG,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__JANJGIR-CHAMPA,JANJGIR-CHAMPA,JANJGIR - CHAMPA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__KANKER,KANKER,UTTAR BASTAR KANKER,partial,medium,Name overlap: constituency='KANKER' district='UTTAR BASTAR KANKER',,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__KORBA,KORBA,KORBA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__MAHASAMUND,MAHASAMUND,MAHASAMUND,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__RAIGARH,RAIGARH,RAIGARH,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__RAIPUR,RAIPUR,RAIPUR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__RAJNANDGAON,RAJNANDGAON,RAJNANDGAON,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Chhattisgarh,CHHATTISGARH__SURGUJA,SURGUJA,SURGUJA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Dadra & Nagar Haveli and Daman & Diu,DADRA_&_NAGAR_HAVELI_AND_DAMAN_&_DIU__DADAR_&_NAGAR_HAVELI,Dadar & Nagar Haveli,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2024
lok_sabha,Dadra & Nagar Haveli and Daman & Diu,DADRA_&_NAGAR_HAVELI_AND_DAMAN_&_DIU__DAMAN_&_DIU,Daman & Diu,,unknown,manual_needed,No district list for this state — fill manually,,,constituency_table_2024
lok_sabha,Goa,GOA__NORTH_GOA,North Goa,NORTH GOA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Goa,GOA__SOUTH_GOA,South Goa,SOUTH GOA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__AHMEDABAD_EAST,Ahmedabad East,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__AHMEDABAD_WEST,Ahmedabad West,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__AMRELI,Amreli,AMRELI,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__ANAND,Anand,ANAND,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__BANASKANTHA,Banaskantha,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__BARDOLI,Bardoli,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__BHARUCH,Bharuch,BHARUCH,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__BHAVNAGAR,Bhavnagar,BHAVNAGAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__CHHOTA_UDAIPUR,Chhota Udaipur,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__DAHOD,Dahod,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__GANDHINAGAR,Gandhinagar,GANDHINAGAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__JAMNAGAR,Jamnagar,JAMNAGAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__JUNAGADH,Junagadh,JUNAGADH,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__KACHCHH,Kachchh,KACHCHH,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__KHEDA,Kheda,KHEDA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__MAHESANA,Mahesana,MAHESANA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__NAVSARI,Navsari,NAVSARI,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__PANCHMAHAL,Panchmahal,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__PATAN,Patan,PATAN,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__PORBANDAR,Porbandar,PORBANDAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__RAJKOT,Rajkot,RAJKOT,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__SABARKANTHA,Sabarkantha,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__SURENDRANAGAR,Surendranagar,SURENDRANAGAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__VADODARA,Vadodara,VADODARA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Gujarat,GUJARAT__VALSAD,Valsad,VALSAD,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Haryana,HARYANA__AMBALA,AMBALA,AMBALA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Haryana,HARYANA__BHIWANI-MAHENDRAGARH,BHIWANI-MAHENDRAGARH,BHIWANI,partial,medium,Name overlap: constituency='BHIWANI MAHENDRAGARH' district='BHIWANI',,,constituency_table_2024
lok_sabha,Haryana,HARYANA__BHIWANI-MAHENDRAGARH,BHIWANI-MAHENDRAGARH,MAHENDRAGARH,partial,medium,Name overlap: constituency='BHIWANI MAHENDRAGARH' district='MAHENDRAGARH',,,constituency_table_2024
lok_sabha,Haryana,HARYANA__FARIDABAD,FARIDABAD,FARIDABAD,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Haryana,HARYANA__GURGAON,GURGAON,GURGAON,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Haryana,HARYANA__HISAR,HISAR,HISAR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Haryana,HARYANA__KARNAL,KARNAL,KARNAL,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Haryana,HARYANA__KURUKSHETRA,KURUKSHETRA,KURUKSHETRA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Haryana,HARYANA__ROHTAK,ROHTAK,ROHTAK,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Haryana,HARYANA__SIRSA,SIRSA,SIRSA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Haryana,HARYANA__SONIPAT,SONIPAT,SONIPAT,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Himachal Pradesh,HIMACHAL_PRADESH__HAMIRPUR,HAMIRPUR,HAMIRPUR,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Himachal Pradesh,HIMACHAL_PRADESH__KANGRA,KANGRA,KANGRA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Himachal Pradesh,HIMACHAL_PRADESH__MANDI,MANDI,MANDI,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Himachal Pradesh,HIMACHAL_PRADESH__SHIMLA,SHIMLA,SHIMLA,primary,high,Exact constituency/district name match,,,constituency_table_2024
lok_sabha,Jammu and Kashmir,JAMMU_AND_KASHMIR__ANANTNAG-RAJOURI,ANANTNAG-RAJOURI,RAJOURI,partial,medium,Name overlap: constituency='ANANTNAG RAJOURI' district='RAJOURI',,,constituency_table_2024
lok_sabha,Jammu and Kashmir,JAMMU_AND_KASHMIR__ANANTNAG-RAJOURI,ANANTNAG-RAJOURI,ANANTNAG,partial,medium,Name overlap: constituency='ANANTNAG RAJOURI' district='ANANTNAG',,,constituency_table_2024
lok_sabha,Jammu and Kashmir,JAMMU_AND_KASHMIR__BARAMULLA,BARAMULLA,,unknown,manual_needed,No automatic match — requires manual district assignment or future GIS overlap,,,constituency_table_2024
